idx,prompt,prompt_cont,gen0,There are many farms crowding the area,", which all produce milk and pork.",", but the one in the center of"
152,Wages ain't rising at, the same rate as inflation.," all.

The average"
153,"I sat there feeling rather like a chappie I'd once read about in a book, who murdered another cove and hid the body"," under the dining-room table, and then had to be the life and soul of a dinner party, with it there all the time."," in a secret place. I was so angry I wanted to kill him.

I was so angry I wanted to kill him.
"
154,How can I succeed at Computer Science if Iain,'t too good at Math and Have never done Physics?," Murray is the best?

Iain Murray is"
155,"Tropical Storm Arthur is projected to weaken tonight, but it gon likely regain strength after entering the Bay of Campeche on Sunday.The 2008 Atlantic  hurricane season done got off to an early start today when a tropical storm formed off the coast of Belize, one day before the season officially begin. Tropical Storm Arthur been formed Saturday afternoon"," and quickly made landfall at the Yucatan Peninsula, near the border between Belize and Mexico. Both  countries issued a tropical storm warning for the peninsula eastern coastline. In the Mexican state of Quintana Roo, ports was closed to small boats,  water sports was banned, and those living in coastal areas was encouraged to take precautions."," off the coast of Belize. The storm was moving west-northwest at about 10 mph. The storm was moving at about 10 mph when it was about 1,000 miles south of the Yucatan Peninsula. The storm was moving at about 10 mph when it was about 1,000 miles south of the Yucatan Peninsula. The"
156,"I was tryna open the lock with the key, but someone done filled"," the keyhole with chewing gum, and I couldn't get it out."," the lock with a gun. I was tryna get the key out,"
157,"A Chilean expert points out that the 1987 Montreal Protocol has notbeen effective in arresting the destruction of the ozone layer in the earth'satmosphere, resulting in the unprecedented size of the ozone hole"," this year, and causing 120,000 people in Chile to be on yellow alert for ultraviolet radiation (meaning a fair-skinned person would get burnt within 10 minutes of being exposed to the sun).",".

The Montreal Protocol, which was signed in 1987, was a treaty that was intended to protect the ozone layer in the earth's atmosphere. The ozone layer is a layer of gas that"
158,"The same source said that Cohen, who was received by the Prime Minister and Minister of Defense, Fayez Al-Tarawneh, gon"," hold talks especially with Jordan Crown Prince, Prince Al-Hassan Bin Talal,  who represents King Hussein in running the country's affairs.","ad, and the Minister of Interior, Mohammad Al-Moussawi, gonad, was also received by the Minister of Foreign Affairs, Mohammad"
159,Though the colt had been consistently the victor,", none of his rivals had been in his class."," in the past, the race was a close one."
160,Most of Philip K Dick works ain't, hard Sci-Fi in the least.," for the faint of heart.

"
161,The FCC should not done, came to conclusion they reached.," with the internet.

"
163,Iran's Parliament Questions A, Dismissive Ahmadinejad,"irstrikes in Syria

"
164,Justice did not provide savings, data beyond fiscal year 1997.," for the

defendant"
165,uh-huh yeah we've uh we  camped at the DeGray State Park in Arkansas in the fall and it ain't nobody else hardly, around and it been was just really nice that time of year we done taken our electric blanket too just in case it was unbearable but we ain't need it, nobody else has ever seen it before and it's a really cool place and it's a really cool place to camp and it's a really cool place to
166,"In the storm, the tree fell down and crashed through the"," roof of my house. Now, I gotta get it repaired."," roof. The tree was a large one, and the roof was"
167,"The Episcopal Church, with 2.3 million members, the American branch"," of the worldwide Anglican Communion, which got 77 million adherents."," of the worldwide Anglican Communion, is the largest Protestant denomination in"
168,Every day after dinner Mr., Schmidt would take a long nap., and Mrs. Smith would sit in
169,"they presume their audience won't sit still for no sociology lesson, however entertainingly presented, so they", trot out the conventional science-fiction elements of bug-eyed monsters and futuristic women in skimpy clothes," have to keep the pace up.

The first half of the show is a bit of a slog"
170,i think by limiting the number of consecutive terms a congressman or senator can hold whether it be a state, congressman or senator or at the national level limiting the two terms and then they've gotta sit out one," or federal office, it would be a good thing.

I think it would be a good"
171,"The red phycoerytherin pigment an adaptation to help red algae catch more sunlight in deep water—as such, some red"," algae live in shallow water got less phycoerytherin in their rhodoplasts, and can appear more greenish."," algae are called ""redphages.""

The red phycoerytherin pigment an adaptation to help red algae catch more"
172,Police spokesman Brig. Gen. Edward Aritonang been confirmed Saturday that another two," done been arrested, one in Jakarta and another in Magelang, Central Java."," soldiers were killed in the fighting.

The fighting in the town of Bau"
173,"Since then, the Bronx done always supported the Democratic Party nominee for President, starting with a vote of 2-1"," for the unsuccessful Al Smith in 1928, followed by four 2-1 votes for the successful Franklin D. Roosevelt."," in the primary in 1964.

The Bronx has always been a Democratic stronghold, and the Bronx has always been"
174,"But not Fox News Sunday Jim Angle, who reports, Jiang went toe-to","-toe with Bill Clinton, the smoothest talker in the Western world.","-toe with the president on the issue.

“I think it"
175,The tenth series gon introduce Pearl Mackie as," Bill, the Doctor's newest traveling companion.", the new character of the series. Pearl is
176,"When the sponsors of the bill gotta the town hall, they was surprised to find", that the room was full of opponents. They was very much in the majority.," out that the town hall was a private event.

The sponsors of the"
177,We couldn't find no pictures, of Blind Mello Jello.," of the new car, but we"
178,How we gon tell time on Mars? Will we go by," Mars rotation of the sun, or continue using Earth time?"," the sun?

The sun is the only time keeping"
179,well i've seen some people try to just come in like over the weekend, because they want to use the TexTeller machine and they done said no," and do it, but i think it's a little bit of a hassle"
180,"is throwing up his hands in surrender, is firing his r&d people",", and has decided he gon just screen the master of disguise 24/7",", and is trying to get the government to do something about it.
"
182,A three-judge panel of the 8th U.S. Circuit Court, of Appeals in St. Louis overturned a ruling issued last year supported the ordinance., of Appeals ruled on Friday that the Trump administration’s decision to end the
183,This girl gon put a picture, of Bill on your desk  tomorrow, of her in a bikini on the
184,We know how many papers this reviewer done," read, but we don't know which ones",. I have read all of them. I
185,while the humor aspects of ` jason x,'were far more entertaining than i done expected,` are not as strong as in ` j
186,A rule of thumb I've heard is," ""for small children, big dogs"".", that if you're going to use a
187,In 5 U.S.C it define what records can be withheld under two (2) Freedom of Information Act exemptions if the, President of the U.S. or the President or Director of the OMB determine that the information fall into the exemption statutes.," records are “specifically exempted from disclosure by statute,” and “are specifically excluded from the public domain by statute"
189,"When you got a cold, it better to take cough/",cold medicine or have your body fight it off without medicine?,"cold medicine.

I have been taking cough/cold"
190,Larry boss at the railroad company would not want, anyone but him to work in the office., to be seen as a “loser
191,"worth your time, especially if you got ellen p",ompeo sitting next to you for the ride.,"auls book.

I have read the book"
192,The two princesses was educated at home under the supervision of their mother and their," governess, Marion Crawford, was casually known as ""Crawfie""."," father. They were taught to read and write, and were taught to speak and"
193,"""Is it really a """"Celtic"""" ethnicity and what proof is"," it of a shared ethnicity between supposed Celtic nations such as Wales and Scotland?"""," there that it is?"" ""I mean, it's not like we're"
194,Palestine government jet used, to be kept in Egypt.," to crash in Israel

"
199,Meanwhile all the people in town are hunting high and low," for Arthur and Celeste, and their mothers very worried."," for the
missing man.

""I'll go"
200,The men were able to mine, more gold from the abandoned mine.," the minefield, but the women"
201,Iraq announced that it ain,'t gon cooperate with no inspectors,"’t over.
"
202,i just got a bike myself because i'm hoping you know eventually maybe you know for, hikes or you know going out along the canal area or whatever to ride bikes with them, a bike that i can get a bike that i can ride around the city and just
203,It is possible that Sam ain't pick no, packages up which are to be mailed tomorrow., more than a couple of weeks to get his
204,The goalkeepers the only players allowed to touch the ball with their hands, or arms while it is in play and only in their penalty area.,".

The goalkeepers the only players allowed to touch the ball"
205,I am 26 years old and one of my wisdom teeth on my left lower jaw done never grown in. My dentist told me that I am, likely to have a problem with it at a later age. What could this problem be and what's the cause of the delay of tooth growth?, at risk for gum disease and that I should have it removed. I am not sure if I should have it removed or not. I have been
206,"""Tomorrow at the Mission Inn, I got the opportunity to", congratulate the governor-elect of the great state of California.," meet with the president of the United States."" ""I'm"
207,but uh so this uh French I guess are into," the slapstick, so they would like Jerry Lewis yeah", uh uh uh uh uh uh uh uh uh uh uh
209,"This done led to widespread problems with antimicrobial and antibiotic resistance, so much as to prompt the World Health Organization to classify antimicrobial resistance as a ""serious threat [ no"," longer a prediction for the future, it is happening right now in every region of the world and got the potential to affect anyone, of any age, in any country"".","] to human health.""

The WHO's report, which was released on December 1, 2014, was based on a survey of more than 1,000 people in"
210,"'s all-powerful, a voice for a pop-",cyber culture that feeds on her bjorkness.,"culture-obsessed generation.

The show is a"
211,just goes to show that if you give, a filmmaker an unlimited amount of phony blood, a man a fish and he eats it
212,"Standard & Poor 500 index done rose 15.66 to 1,046.79",", its best advance since Oct. 1, when it gained 22.25.","

The S&P 500 index rose 15.66 to 1,046"
213,"An Xbox Live Gold account got an annual cost of US$59.99, C$59.","99, NZ$90.00, GB£39.99, or €59.99.","99, and US$59.99, respectively.

The Xbox One S is available for"
214,"Aachen a very historic city (with Roman remains, natural hot springs as well as a world-famous cathedral where all German emperors from 900 a",".c. to about 1500 a.c. had been crowned) at the Western edge of Germany, located about 5 kilometres from the Netherlands and Belgium.",".d. to 1806 were crowned) and the capital of the state of Baden-Württemberg.

The city is also"
215,It was San'doro who asked, how far you could do that., me to come to the palace.
216,"Nobody did, which", was the great thing., is why the people who
217,Civil disobedience can occur when people speak, about a certain topic deemed as?," out against the government, but it"
218,The International Community know about the mass genocide done by Shivraj Singh Chou,han in the Vyappam Scam? Why BJP in genocide business?,han and his henchmen in the name of Hindu religion. The Indian government
219,This opera was written in the 19th century,", but weain't sure by whom.", by the Italian composer Giuseppe Verdi
220,"Another site within walking distance the beautiful, ancient walled Mon",astery of the Crose now hemmed in by suburbs.,"astery of St. John the Theologian, which is"
221,"inject freshness and spirit into the romantic comedy genre, which has been", held hostage by generic scripts seek to remake sleepless in seattle again and again," a staple of the genre since the early days of the genre.

The"
223,which is more plausible than the first version of events which appeared in the press relating that Bé,régovoy had returned alone to the car and had taken the gun from the glove box.,"zier curve.

The second version of events is that the Bézier curve"
224,The company didn't detail the, costs of the replacement and repairs., exact number of employees who were affected
225,John done written the words,", and Paul the music."," of the Lord, and he"
226,Stretching the woman's back,", the woman smiled at the girl.",", the man's hands were on her"
227,"After Apollo missions 18 and 19 were cancelled, what", happened to the Saturn Vs that was never used?, would have been the next mission to the Moon?
228,Whats something you caught your parents, doing you wish you ain't see?," doing?

I have a question"
229,Rita Ranch also got, a planned development called what?, a lot of attention for her
231,"MEN who drink tea, particularly green tea, can greatly reduce"," their risk of prostate cancer, a landmark WA study has found."," the risk of developing type 2 diabetes.

The study,"
232,"This morning, Joey done built a sand castle on the beach, and put a"," toy flag in the highest tower, but this afternoon the tide knocked it down.", bunch of sand in a bucket. He then took a bucket of water and poured
233,"Nasser berated Amer and Salem, and"," vowed, ""ain't nobody going to surrender."""," the two of them were sent to the
prison"
234,"the bodily function jokes are about what you 'd expect,", but there are rich veins of funny stuff in this movie., but the jokes are funny and the characters are likable.
235,Israel isn't gonna prosecute the police who killed 13 Israeli Arabs during pro-Palestinian," protests in 2000, because of a lack of evidence, an official inquiry said yesterday."," demonstrations in Jerusalem last week.

The Israeli government has not yet decided whether to"
236,to go see how it, worked and mine look real good," was going to be.
"
237,Which major global reinsurance company got, their headquarters east of the city center?, the most business from the global financial crisis
238,What exactly was FDR's New, Deal and what did it do?," Deal?

The New Deal"
241,This ain't good because it might, have a bad impact on the economy.," be a trap."" ""I'm not"
242,The American Express Corp. done pledged at least $,3 million of more than $5 million needed.,"1 billion in loans to the government of Venezuela,"
243,We should put them somewhere in the dining, room but itain't clear where.," room, where they can be seen from"
244,The foxes are getting in at night and, attacking the chickens. They done gotten very bold.," the cats are getting in at night.

"
245,"Although many of FBI functions are unique, its activities in support of national", security comparable to those of the British MI5 and the Russian FSB.," security are not. The FBI is a federal agency, and its activities are"
246,Is it any travel writers or, travelers I can talk to?, travel bloggers that have been to
247,N,|A,-1
248,"Two British tanks, sent to the police station where the"," soldiers are being held, was set alight in clashes."," murder was committed, were ambushed by a gang of youths"
249,How long does a wrestler have to, get themselves free of the hold?, be in the ring to be considered
250,What practice differentiate the Angican Commun,on from Protestant churches at large?,ion from other forms of Communion
251,I'm sure that my map will show, this building; it is very famous., you the best way to get to the
252,These shoes won't fit into, the trunk they're next to.," your shoe box.

The"
254,"Previously, it reported a profit of $12 million",", or 0 cents a share, for that period.",", down from $15 million in the previous quarter."
255,The administration done issued a statement that it willing to meet with one," of the student groups, but Iain't sure which one.", of the two leaders of the Taliban to discuss the situation in Afghanistan
256,Ain't nothing done made them madder, than seeing Arafat speaking at the podium.," than a little bit of fun."" ""I"
258,"say that it don't follow the stale, standard, connect-the-dots", storyline which done become commonplace in movies that explore the seamy underbelly of the criminal world,-and-line-up-the-numbers-of-the-numbers-
259,It illegal to attempt to clear hair, of a substance before a drug test?, from the face of a person who has
260,What's the best feeling you, done ever had in your life?,"'ve ever had?

I"
262,: London is home to, five major medical schools-, the world's largest concentration
263,"Hyperthymesia, or hyperthymesic syndrome, a disorder that affect an individual's"," autobiographical memory, essentially meaning that they cannot forget small details that otherwise would not be stored."," ability to regulate their body temperature, is a rare disorder that is characterized by a failure to regulate"
265,That ain't a good option for families with," children, and some people might find them uncomfortable."," kids."" ""I'm not a family."" """
266,Unless the kid quits trying to fight the war over again every time he sees an army bl,ouse or until he stops pouring whisky down him every time he hits town there may be shooting trouble.,"undering through the woods, he’ll be a good soldier.

I’"
267,Islam done joined a battle for the hearts and minds of Mexico volatile Tzotzil Indians in," Chiapas state, home of Zapatista rebels and a hotbed of sectarian strife between Christians."," the state of Chiapas, Mexico.

The Tzotzil Indians are a group"
268,"According to plans, France should have minted", 7.6 billion Euro coins before 2002.," a new coin in the year 2000, but"
269,I don't think it, is an answer for this.,'s a good idea to have
273,if it doesn't affect the," individual, nobody gon do it"," other ones.

A"
274,The toaster Frank done bought, from him ain't work.," a new one.

"
276,Enron 401(k) plan covered about," 20,000 workers, retirees and beneficiaries.", $1.2 billion of the $1
