index,prompt,prompt_cont,gen0,['There are many farms crowding the area'],"[', which all produce milk and pork.']","[' of the city, but it’']"
49,['Why do people ask questions on Quora'],[' that can easily be answered by Google?'],['?\n\nWhy do people ask questions']
50,"['this is a shameless sham, calculated to cash']",[' in on the popularity of its stars. '],[' in on the gullible and to get people']
51,"['Can I abscond from work, I have been working in a company']","[' for only 2 months, and I think I am not a perfect fit here?']","["" for over a year and I'm not sure what I should do. I have""]"
52,['you have no remains of an'],[' A- at the pentagon.'],[' earlier one.\n\nThe first']
53,['The Mongol Empire was one of the most ethnically and'],"[' culturally diverse empires in history, as befitted its size.']",[' linguistically diverse empires in history. Its capital was the city']
54,"['In the United Kingdom, BBC Radio 5 Live']",[' and 5 Live Sports Extra will carry the contest.'],[' is one of the most popular radio stations in the']
55,"['At 5:30 p.m. on Thursday, 10-15 UFOs were spotted over north London in the inner-city district of Islington. The Islington police said they started receiving phone calls only minutes after the objects started appearing. 34 year-old market stall trader Alix McAlister, who witnessed the objects, said that, ""I just picked up my son from nursery in Bredgar Road.']","["" I had just come out of the door when I noticed what was going on in the sky. There were a group of them - 10 to 15 of them moving together. My first impression was that they reminded me of a squadron of aeroplanes in formation. But they didn't have a proper formation and they were all moving at the same speed. I thought for a while that something was happening in the centre of London.""]","[' I walked down the road to the market in Islington and saw a group of five or six of them in the sky. They were flying low over the city.""\n\nThe objects were seen in the sky for approximately ten minutes. The police said that they were ""flying low over the city, and then they disappeared.""\n\nThe police said that no one was injured.\n\nThe police said that they are investigating']"
56,['George was not particularly'],[' eager to see it.'],[' fond of the idea of']
57,['What are the most interesting products and innovations that'],[' Bank of America is coming out with in 2016?'],[' have been introduced in the past decade?\n\n']
58,"['We have no idea about a time between roughly 300,000 and 1']","[' billion years after the Big Bang, when the universe was very hazy.']","['.2 million years ago, but we can be sure the earliest human ancestors']"
59,['It was not until the 1930s that the'],[' Supreme Court held a delegation of authority unconstitutional.'],"[' use of the term ""nano"" was']"
60,['The company will offer songs for 99 cents'],[' and albums for $9.95.'],[' each.\n\nThe company will offer']
61,['Who has tried self hypnosis'],['? And how does it work?'],['?\n\nThe only one I']
62,['Google search for Travel WODs has'],[' whole lots of results which you can use.'],[' been a great way to get to know the']
63,['to leave would be'],"["" John's pleasure.""]",[' an indication that the']
64,"['The other, al-Azhar, did acquire this status in name and essence only in the course of numerous reforms during the 19th and 20']","['th century, notably the one of 1961 which introduced non-religious subjects to its curriculum, such as economics, engineering, medicine, and agriculture.']","['th centuries. The modern term is ""al-Azhar University.""\n\nIn the first half of the 19th century, the first reform']"
65,['does'],[' not work'],[' not work']
66,['Is it sure that I will get my class'],[' 12 improvement admit card delivered to my address?'],[' in the next week?\n\nWe want']
67,"[""I don't believe there was any""]",[' iceberg at all anywhere near the Titanic.'],[' other kind of sex in the world.']
68,['Sam and Amy'],[' are fifteen.'],[' are both incredibly']
69,['Financial firms now offer internally focused'],[' products that help improve business success.'],"[', high-quality research, but']"
70,"['Frank may have told Chet,']","[' and Joe may have, too.']",[' but not in the way she might']
71,['People were killed'],[' in suicide attacks.'],"[', and the bodies']"
72,['Most columnists claim that a senior'],[' White House official has been briefing them.'],[' official in the Obama administration has suggested that']
73,['to convince the audience that these br'],['ats will ever be anything more than losers'],['ides are not the same kind of women']
74,"[""no, it's""]",[' not an answer.'],[' not a good idea']
75,"[""Japan's economy""]",[' is not flourishing.'],[' is expected to expand']
76,['has a shambling charm... a'],[' cheerfully inconsequential diversion.'],[' good film to see in the cinema']
77,['For each question on the scale that measures homosexuality there is a'],[' corresponding question that measures heterosexuality giving six matching pairs of questions.'],"[' corresponding number of points. The higher the score, the more you']"
78,['What are some topics that you just cant'],[' ignore while preparing for iit jee?'],[' get into a conversation about?\n\nI']
79,['About half of all U.S'],['. households have money in mutual funds.'],['. adults have at least one chronic health']
80,['What does Fit'],['na mean?'],['bit have to']
81,"[""In 2005, Peter Pilz, a member of the Austrian Parliament from the Austrian Green Party, demanded that Parliament revoke Schwarzenegger's Austrian citizenship due to his decision""]","[' not to prevent the executions of Donald Beardslee and Stanley Williams, causing damage of reputation to Austria, where the death penalty has been abolished since 1968.']","[' to run for the presidency of the United States.  He was ultimately unsuccessful in his campaign for Austrian citizenship, and was instead awarded the Austrian citizenship of his']"
82,"['They also presented Jesus –  ""As it is written in the law of the Lord, Every male']","[' that openeth the womb shall be called holy to the Lord"" (Luke 2:23other verses).']","[' among you shall be circumcised, and all your foreskins shall be counted. And you shall cut off']"
83,['Does Dropbox Mobile use mobile data? Is there any'],[' setting so that it syncs only on WiFi?'],[' data usage?\n\nI’m curious']
84,['yeah really oh our neighbor has a lawn service come and do his and'],"["" i don't think it looks any better than what my husband does so""]","["" it's not even a big lawn it's only a couple of inches""]"
85,"[""It's an opportunity to advocate for victims of""]",[' domestic violence who do not generally get advocated for..'],"[' domestic violence, and to help them get the help']"
86,['It was a fine selection'],"["" of Goethe's writing.""]","[' of wines, but we had']"
87,"['the chateau belongs to rudd, whose portrait of a therapy-dependent fl']",['akeball spouting french malapropisms... is a nonstop hoot. '],"['orist is included in the book.\n\nIn the nineteenth century, the chate']"
88,['When do you know that'],[' you are in love?'],[' the best way to get']
89,['If checks are not written to Indiana University'],"[' Foundation, there will be an issue.']","["" Health, the university's administrative offices may""]"
90,"['While local cab drivers had compliments, not everyone appreciated the company. The Chicago Cubs decided to cancel their booking after hearing about the con, and J.J. Hardy of the Milwaukee Brewers reported being kept up by fans on Wednesday night. The Brewers']","[' lost their game the following day. The convention closed with next year\'s date ―June 26-29 ―along with the announcement of a guest: Disney animator Floyd Norman. The event\'s theme will be ""It\'s a Jungle Out There!"".']","[' decided to cancel their game against the Cubs, and the Cubs refused to take the next available flight.\n\n“They had to take the next flight,” said Chicago Cubs pitcher J.J. Hardy. “I don�']"
91,['During the 1950s there was a citywide festival called Fiesta'],"["" del Pacifico highlighting the area's Spanish and Mexican past.""]","[' de la Ciudad de México, which was']"
92,['Prime Minister Allawi will return to Iraq'],"["" in time for the country's national conference.""]",[' from a visit to the United States on Sunday']
93,"[""Is it more difficult to find a job in a city I don't live in than a""]","["" city I do live in, even if I'm willing to pay my own relocation costs?""]","["" city I do?\n\nI am a senior citizen, in my mid 40's.""]"
94,"[""That's been interesting though, because the kids that have been""]","[' over, have been, you know, coming back right now.']",[' hanging around here the longest are the ones who are the most likely']
95,['Latin and Euro-American rhythms'],[' are both present in discos.'],[' in the work of the French composer']
96,['What does it mean'],[' when your vomit is white'],[' to be a person?']
97,['there has been much puzzlement among'],[' critics about what the election symbolizes.'],[' the people of the country as to why']
98,"['""With Leukemia"" is a website bringing parents together world']",['-wide to share experiences on caring for children who have leukemia.'],"[' wide to share their stories, and provide support to those who may']"
99,['at the state scientific center of applied microbiology there is every kind of deadly bacteria that'],[' was studied for use in the secret biological weapons program of the soviet union.'],[' can kill you.”\n\n“They have a great deal of work']
100,"['In the early Olympic games, athletes used to run a mile and then recite a poem. The first poet-in-residence of an English football team, Ian McMillan, remarked that football chants are like huge tribal poems. Generally, though, sport and poetry have never seemed natural companions in human enterprise. Until the New York Mets baseball team suffered in 2007']","[' arguably the worst collapse in Major League Baseball history. To describe the anguish fans felt, The New York Times turned to a poet, Frank Messina. ""Nothing was really representing the fan\'s point of view,"" Messina told Wikinews reporter David Shankbone in an interview. ""There\'s a lot of hurting people out there who can\'t express what happened.""']","[', the Mets were the only professional sports team that did not play a poetry theme song. The Mets were not the first to do so, but they were the first team to do so on a national level.\n\nThe Mets were not the only team to do so. In the early 1990s, the New York Giants were the only team to play a poem']"
101,['My meeting started at 4:00 and I needed to catch the train at 4:30'],"["", so there wasn't much time. Luckily, it was delayed, so it worked out.""]","['. Fortunately, I was able to get a seat on the train. I was on my way']"
102,"[""From what I'm seeing it's generally accepted that most English""]",[' speakers have a vocabulary size of 15000 to 20000 words.'],[' speakers will not be able to read the text of any of the']
103,['The Portuguese Navy'],[' has 58 submarines.'],[' has a long history']
104,"['give shapiro, goldman, and bolado credit for good intentions, but']","["" there's nothing here that they couldn't have done in half an hour. ""]",[' the actions of these three have been counterproductive. their actions have caused the US to lose more']
105,['Blair is sorry for anyone who'],[' has lost their lives in Iraq.'],[' might have been offended by her comments']
106,['The college coaches have the most responsibility to decide'],"[' which players have a problem, not the NCAA']",[' which players will be in their programs. There']
107,"['There is a total of 12,800 Buddha statues here, plus']","["" the remains of the monastery's founder embalmed in gold leaf.""]",[' other sculptures and paintings.\n\nThe largest Buddha statue is the one']
108,['and EDS is very particular about this hair cuts i mean it was like you can'],"[""'t have you know such and such facial hair no beards you know and just really detailed""]",[' only get it in this specific style and it is very difficult to get it to the right']
109,['There are 11'],[' official EU languages.'],"[',000 members of']"
110,['I put the cake away in the refrigerator.'],[' It has a lot of butter in it.'],[' I needed to get the cake out of the']
111,['What traditional schooling has been considered modeled'],[' after the traditional Islamic graduate schools?'],[' after is not something that most of']
112,['Participation in the Premier League by some Scottish or'],"[' Irish clubs has sometimes been discussed, but without result.']","[' Irish clubs has been a long time coming, and with']"
113,['Anson thought that he'],[' had bought the paint stripper'],[' was doing the right thing.']
114,"[""Jane knocked on Susan's door, but""]",[' there was no answer. She was out.'],"["" Susan didn't answer. She was in the""]"
115,"[""I finished a web intensive program, and I've been looking for a job in web development.""]","["" I realize I don't really know the web development work environment. How can I get this experience?""]","['\n\nI have a lot of experience in web development, but I need a job to get a']"
116,"['Michael said that Pinochet came to Britain with a passport that does not require a visa, and it is likely that he may have presented, supported']","[' with evidence, medical reasons for requiring treatment and therefore, there was no reason for immigration authorities to prevent him from entering the country upon his arrival.']",[' or even entered the country without a visa.\n\nThe Foreign Office said it was working with the Chilean authorities to try to confirm that Mr Pin']
117,['My brother wears a'],[' green overcoat.'],[' tuxedo and']
118,"[""We couldn't""]",[' use the lake.'],[' find a way to']
119,['The class rank rule has the same consequence as traditional affirmative action: opening schools to students who'],"[' would otherwise not be admitted had the given school used a holistic, merit-based approach.']",[' are not white and male.\n\nBut it’s a rule that’']
120,['There were people playing'],[' on the bea'],[' on the beach and']
121,['Ebola Epidemic'],[' breaks out in Zaire.'],[' in Congo: What Went Wrong']
122,"[""On Sunday Memoirs: 1939-1993 a memoir written by former Prime Minister of Canada Brian Mulroney will be released. The 1,152 page tome outlines Mulroney's version of events during his time as prime minister. CTV will broadcast a documentary on Brian Mulroney on the eve of his book launch. In addition,""]","[' the network plans to air Triumph & Treachery: The Brian Mulroney Story on Sunday, CTV says the 90-minute special will be the most complete interview the former prime minister has ever given and his first comprehensive interview since leaving office in 1993. The Quebec French language TVA network will air a similar documentary exclusively in French later that night.']","[' the book will be made available to download on CTV.ca.\n\nThe book is a compilation of the memoirs written by Mulroney and his wife, Pat. The book will be released on the eve of his book launch.\n\nMulroney is a former Prime Minister of Canada, the longest serving prime minister in Canadian history']"
123,['uh no uh no no i do have a place'],"["" that's rusting i need to get something on it""]",[' to stay and i will be back in a few days']
124,['What are the best organizational'],"["" psychology master's degrees?""]",[' tools for small business?']
125,"['In particular the Shiva Sutras, an auxiliary text to the Ashtadhyayi, introduces what can be considered a list of the phonemes']","[' of the Sanskrit language, with a notational system for them that is used throughout the main text, which deals with matters of morphology, syntax and semantics.']",[' in Sanskrit.\n\nThe following are some of the phonemes that are listed in the Shiva Sutras. The phonemes are listed in the']
126,"[""After Hedges' microphone was unplugged for a second time""]","[', Pribbenow told him to wrap up his speech.']","[', the crowd erupted in applause.\n\n""The only thing']"
127,['Why do doctors recommend not'],[' to become a doctor?'],[' drinking coffee?\n\n']
128,['Is there anything'],[' called god?'],[' I can do']
129,"['Government forces killed the head of the Armed Islamic Group, or GIA']","[', which has claimed responsibility for killing 61 foreigners in the last year.']","[', in the eastern Afghan province of Nangarhar. The group']"
130,"['The ACS, developed jointly by four American agencies, was installed in March of 2002. It is a system of three cameras, filters, and dispersers which act to detect wavelengths of light ranging from near-infrared to ultraviolet. It is a system that was designed to last five years, according to Preston Burch, associate director and program manager for the Hubble']",[' Space Telescope. NASA also indicated that the other four main systems on the telescope remain unaffected and functioning normally. Research work will resume this week using those systems. A scheduled mission to the space telescope in 2008 is expected to deliver instruments to further upgrade the capabilities of the telescope. It is not known what the effect of the ACS failure will have on the scheduled mission.'],"[' Space Telescope (HST) Science Program at NASA Headquarters in Washington.\n\nBurch, who has been involved in the ACS since its inception, says that the system has been a success.\n\n""We are very happy with the performance of the system,"" he said. ""It\'s been very successful in the sense that the amount of light that we']"
131,"['The Angel, Islington was formerly a coaching inn, the first on the route northwards out']","[' of London, where Thomas Paine is believed to have written much of The Rights of Man.']","[' of London. The Angel was the first coaching inn in Islington, and a great place to']"
132,['Grandma had set a place for Mary; and once Mrs.'],"[' Wyman was seated, she pulled her, protesting, to it.']","['\n\nRivers had come to the door, she had seen her']"
133,['Exclusive-UPDATE 2-Egypt pro'],['-Mursi alliance signals flexibility in talks'],['-democracy protesters to stage sit-in protest']
134,['It seems unlikely that there will be a coalition between Gerhard'],"["" Schroeder's Social Democrats and Angela Merkel's Christian Democratic Union.""]",[' Schröder and Angela Merkel in the German parliament. The conservative']
135,"[""Where the palazzo joins the basilica's southernmost flank is the Porta della Cart""]","['a (Gate of the Paper, where the doge posted his decrees and scribes gathered).']","['a, a small gate that has been carved into the stone. The gate was built in 1499']"
136,['Microsoft will stop developing versions of its Internet Explorer browser software for Macintosh'],"["" computers, saying that Apple's Safari is now all that Apple needs.""]","[' computers.\n\nThe decision is the latest from Microsoft, which has']"
137,['The thief who was seized by the'],[' police turned out to be our cousin.'],[' police in the wake of his arrest in']
138,['Mr Sahel said police had identified the bodies of seven of the 14-'],['strong cell believed to have carried out the five almost simultaneous attacks on Saturday.'],"['year-old boys killed in the attack on the school.\n\n""']"
139,"['After a somewhat lengthy conversation, Nancy convinced the housekeeper that there was no immediate cause for alarm. She did not']","["" mention the incident at the Hamilton bus station, knowing it would only add to Mrs. Gruen's uneasiness.""]","[' want to make a fuss, she said, so she would be back in a few days. She had come to see']"
140,['Rick Dinon is the senior vice'],[' president of 20th Century Insurance Co.'],[' president of marketing and communications at the\n']
141,['Nations like Israel and'],[' Australia already have such status.'],"[' the United States, and the']"
142,"['Has anyone ever gotten to middle age, had little experience but was not']",[' happy with what they were doing for an occupation the last 25 years?'],"[' afraid to do it, and then had the luck to get to a']"
143,"['Only three buildings were wrapped by Christo: The Kunsthalle Berne, 1968, The Museum of Contemporary Art, Chicago, 1969 and The Wrapped Reichstag, Berlin, 1995']","[', which is the third and last wrapped building -- it was initiated in 1961 first and then again in 1971. In 1971 the Valley Curtain was already well underway, and was not a wrapping.']","['.\n\nThe Berlin Wall was built to keep the East German people from having a say in their government. The Wall was built by the German Democratic Republic (GDR) government, with the']"
144,['Dave has something'],[' on his mind.'],[' to say about the']
145,"['He also perfected a sparse, percussive blues style, especially up the neck']","[' in keys that had not been used much in country music, notably B and E.']","["", where he'd often play the guitar with his left hand. He was a master""]"
146,['Muriel has a famous painting of a ballerina by Cec'],"[""ile d'Arblay hanging in Muriel's living room.""]",['ilia Beaux that is now in the National Gallery of Victoria. This']
147,['A higher price was paid for beer in the snug'],[' and nobody could look in and see the drinkers.'],"[' in which the\ngathering was held, and']"
148,['John thinks that it is appropriate for there to'],[' be a picture of himself in the corridor.'],[' be a public debate about the issue of the']
149,"['Aside from Walpole, who else denied that']",[' there was no such thing as the prime minister?'],[' he was the person who had been seen in the']
150,['How did Alexis de Tocqu'],['eville describe the French Revolution?'],['eville ever come to the United']
151,['Who did Bill say Frank claimed that Mary'],[' seems to have been likely to have kissed?'],[' was the daughter of a priest?\n\n']
152,['Had the FDIC disallowed IndyMac from acquiring new brokered deposits on this date'],"[', the threat of brokered deposit losses would have been $500 million a month?']","[""?\n\nI've been reading some posts on the IndyMac website, and it""]"
153,"[""During the weekend of Sunday 28 December the 75 year old children's clothes retailer, Adams Childrenswear called in administrators PricewaterhouseCoopers. Adams had previously been placed in administration with PricewaterhouseCoopers in 2006, but was rescued by Northern Irish businessman John Shannon in February 2007. A large rebranding followed in 2008, after 42 stores""]","[' were closed. Adams has outlets worldwide in places such as Saudi Arabia, and also makes clothing under the Mini Mode brand for Boots. At the time of the 2008 administration there were 260 stores in the UK and 116 outlets overseas, employing around 2000 people. Adams is reported to owe around £20 million to Mr Shannon and £10 million to Burdale.']","["" had closed.\n\nThe company was founded by John Shannon in 1976. Adams was the largest children's clothing store in the United Kingdom, with a total of 1,100 stores in the UK and Ireland. The company has been listed on the London Stock Exchange since 2000.\n\nThe closure of the company will impact the lives of thousands of children.""]"
154,"['I am in a relationship with a girl. She wants to spend her whole life with me. I love her too, but I am not sure whether I am going to marry her.']","["" If I told her about my unsureness about marriage, she would definitely leave me. I don't want to lose her. I am very confused. Can anyone give me any suggestions?""]",[' I am not sure if I am going to be able to give her the life she deserves. I am not sure if I am going to be able to give her the love she deserves']
155,['Nobody has written a'],[' book about Michael Jordan.'],[' better book about the history']
156,"['Red Planet Consulting, Inc. is a full-scale project implementation firm']","[' that provides expert Smallworld software services to electric, gas and water utilities.']",[' with over 30 years of experience in the construction industry. Our team of experienced']
157,['Which foods are safe to'],[' eat that have freezer burn?'],[' eat during pregnancy?\n\n']
158,"[""Stars are rotating, but that's""]",[' not the cause for their stability.'],"["" not what's important. What's""]"
159,['What does it feel like to see'],[' a girl orgasm for the first time?'],[' what you want? To be able to']
160,"['What If I join for any CGL posts, would I']",[' able to live a good retirement life after my tenure is over?'],[' get the same rewards?\n\nI have been reading the blogs']
161,['There was girl stranded'],[' on the roof.'],[' on a beach in']
162,['Jack will have the'],[' hole in his pocket.'],[' full support of the entire']
163,['the film grows'],[' on you.'],[' out of the']
164,['What government set standards do'],[' all schools have to meet?'],[' for the internet?\n\n']
165,"['Three years ago, Anurag was thrice as old as Bhargav was. Two years hence,']","["" Anurag's age will be twice that of Bhargav's age. What is the present age?""]","[' he would be twice as old as Bhargav. But in the years that followed, Anurag was']"
166,['Dulles suspected everyone'],[' who Angleton did it.'],"[' had an ulterior motive,']"
167,['I think you need to apply'],[' a little statistical thinking to this.'],[' the same logic to the whole thing']
168,"[""don't mind crappy movies as much as adults, provided""]","["" there's lots of cute animals and clumsy people. ""]","[' they have good actors, no matter how bad they are,']"
169,['What is Daisy'],"[""'s destruction?""]",['?\n\n']
170,"['In 2001, El Salvador adopted the U.S. dollar as its currency,']",[' while Panama has used it for decades due to its ties to the Canal Zone.'],"[' replacing the bolivar, the Latin American unit of account. The boliv']"
171,['What is needed to reject'],"["" a cabinet's policy?""]",[' the charge that the United']
172,['What are there besides degrees'],[' of similarity with Occitan?'],[' and certificates?\n\nI']
173,"['But the point is, does']",[' anyone here go by Rita?'],[' any of this have any bearing']
174,['Mary took out her flute and played one of her favorite'],[' pieces. She has loved it since she was a child.'],"[' songs. She sang, and her voice was beautiful. I']"
175,"[""Why doesn't the government of""]",[' India remove the system of reservations?'],[' the United States of America stop the']
176,['How many players on the Barel'],['ona team have scored over 100 goals?'],['u team have been able to play in']
177,"[""This year I'm going to 10th grade (same school) in high school and""]",[' I have no friends. Are there any tips about making friends and doing well in school'],"["" I'm going to be in the same class as my best friend, and he's""]"
178,['This book just'],[' buys itself.'],[' about every single']
179,['Wages are not rising at'],[' the same rate as inflation.'],"[' the same speed as productivity,']"
180,"[""Despite the ban on cameras in the courtroom, Oprah's network was able to secure""]",[' a media permit which resulted in her beef trial looking like an episode of her show.'],"[' a camera to record the proceedings.\n\nIn a statement, the network said:']"
181,"[""I sat there feeling rather like a chappie I'd once read about in a book, who murdered another cove and hid the body""]","[' under the dining-room table, and then had to be the life and soul of a dinner party, with it there all the time.']","[' in a dark, damp cellar. I was a bit of a chappie myself, I was a keen fisherman and had a keen interest']"
182,"[""How can I succeed at Computer Science if I'm""]",[' not too good at Math and Have never done Physics?'],"["" not a programmer?\n\nI'm a programmer.""]"
183,"[""If I love Camille Saint-Saens' Introduction and Rondo Capriccioso, for violin & orchestra in A minor, and""]","["" Chopin's Waltz No. 3 in A minor, Op. 34, No. 2, what other music might I also enjoy?""]","[' I love the music of the two, I will play it. I will play it not only because I love it, but also because I']"
184,"['Tropical Storm Arthur is projected to weaken tonight, but it will likely regain strength after entering the Bay of Campeche on Sunday.The 2008 Atlantic  hurricane season got off to an early start today when a tropical storm formed off the coast of Belize, one day before the season officially begins. Tropical Storm Arthur formed Saturday afternoon and']","["" quickly made landfall at the Yucatan Peninsula, near the border between Belize and Mexico. Both  countries issued a tropical storm warning for the peninsula's eastern coastline. In the Mexican state of Quintana Roo, ports were closed to small boats,  water sports were banned, and those living in coastal areas were encouraged to take precautions.""]",[' was upgraded to a hurricane by the National Hurricane Center at 11 p.m. EDT. Arthur strengthened into a hurricane as it moved northeastward and then began a westward turn. Arthur strengthened into a major hurricane as it moved over the Yucatan peninsula and into the Gulf of Mexico. The National Hurricane Center said Arthur was forecast to remain a']
185,"['I was trying to open the lock with the key, but someone had filled']","["" the keyhole with chewing gum, and I couldn't get it out.""]",[' the lock with a lot of dust. The key was still in it.']
186,"[""A Chilean expert points out that the 1987 Montreal Protocol has not been effective in arresting the destruction of the ozone layer in the earth's atmosphere, resulting in the unprecedented size of the ozone hole this""]","[' year, and causing 120,000 people in Chile to be on yellow alert for ultraviolet radiation (meaning a fair-skinned person would get burnt within 10 minutes of being exposed to the sun).']","[' year.\n\nThe Montreal Protocol of 1987 was a treaty signed by the U.S., Canada, and Mexico, and was aimed at preventing the destruction of the ozone layer. The ozone']"
187,"['The same source said that Cohen, who was received by the Prime Minister and Minister of Defense, Fayez Al-Tarawneh, will']","["" hold talks especially with Jordan's Crown Prince, Prince Al-Hassan Bin Talal, who represents King Hussein in running the country's affairs.""]","[' be summoned for questioning.\n\nThe source added that the prime minister is in the process of drafting a new law on terrorism, which will be presented']"
188,['Some 34.7 million shares have been'],"[' tendered, Oracle said in a statement.']",[' traded on the TSX Venture Exchange so far']
189,['Though the colt had been consistently the victor'],"[', none of his rivals had been in his class.']","[' in the Derby, the result of the race was a']"
190,"[""Most of Philip K Dick's works aren""]","[""'t hard Sci-Fi in the least.""]","[""'t well known, but the author is actually""]"
191,['At the time structures such as Lie algebras and hyperbolic quaternions'],[' drew attention to the need to expand algebraic structures beyond the associatively multiplicative class.'],"[' were first introduced in the literature, they were considered as a new type of structures. The']"
192,['The FCC should not have come'],[' to the conclusion that they reached.'],[' down so hard on Clearwire.']
193,['I have'],[' information.'],[' a question']
