index,prompt,prompt_cont,gen0,['It is many farms crowding the area'],"[', which all produce milk and pork.']",[' between the city and the river known as']
32,"[""It's likely that Tom gon win,""]","["" but itain't clear which race.""]","["" we'll see at season's end.""]"
33,['World send emergency'],[' relief to battered Philippines'],[' funding to help communities']
34,['How gon I improve'],[' my spoken English?'],"[' that?"" ""Maybe']"
35,['But metaphysical implications seem to done interested him less than enforcing a moral example to'],"[' unite his far-flung subjects in peace and fellowship, under him.']","[' be observed, in the public conscience, among men of letters.  Of']"
36,['What effects gon trade sanctions imposed on and by'],[' Russia have on the U.S. economy?'],"[',\nunder\ntaken by the European Union']"
37,['What NFL teams done won'],[' the most Super Bowl rings?'],[' the Super Bowl? Who won']
38,"['The conventional therapy counseling or medication, but now it is a new tool,']","[' one put the soldiers through the trauma again, only this time in virtual reality.']",[' medication therapy (MT) has been designed and optimized at the last 3 years.']
39,['How the process in which Japanese grow water'],['melon differ from the process Koreans use?'],[' for use domestically is different from the water']
40,['This theory capture that arrows don'],"[""'t stop in no midair""]",['’t move towards or']
41,['John as tall as'],[' that man is.'],"[' a tree, with']"
42,['A tan dog lick a'],[' girls hand while laying down.'],[' bit longer than normal as we']
43,['What basic difference is it between the'],[' teams of Barcelona and Real Madrid?'],[' current and future stars?\n\n']
44,['Who released a guideline recommend that people'],[' follow a whole plant food diet?'],[' with Type 1 diabetes should do more']
45,"['Many early immigrant groups travelled to America to worship freely, particularly']",[' after the English Civil War and religious conflict in France and Germany.'],"[' within the African American community. Some of them, like the Cherokee']"
46,['What the best trading'],[' platform for beginners?'],[' systems these days are']
47,['Reform allow'],[' home schooling.'],[' only some of']
48,['It prove that John was'],[' lying that he left town.'],[' right.\n\n\n\nA']
49,['Why people ask questions on Quora'],[' can easily be answered by Google?'],"[""\n\nThere's no answer for""]"
50,"['this a shameless sham, calculated to cash']",[' in on the popularity of its stars.'],[' in on poor people’s misery']
51,"['Can I abscond from work, I been working in a company for']","["" only 2 months, and I think I ain't a perfect fit here?""]",[' over 20 years”.\n\n“I do not want to']
52,['you got no remains of an'],[' A- at the pentagon.'],"[' arm left, and the remains of']"
53,['The Mongol Empire was one of the most ethnically and'],"[' culturally diverse empires in history, as befitting its size.']",[' religiously diverse empires of Eurasia. It was based in the']
54,"['In the United Kingdom, BBC Radio 5 Live']",[' and 5 Live Sports Extra gon carry the contest.'],"[', which is part of the BBC World Service,']"
55,"['At 5:30 p.m. on Thursday, 10-15 UFOs was spotted over north London in the inner-city district of Islington. The Islington police said they started receiving phone calls only minutes after the objects been started appearing. 34 year-old market stall trader Alix McAlister, witnessed the objects, said that, ""I just picked up my son from nursery in Bredgar Road.']","["" I done just come out of the door when I noticed what was going on in the sky. it was a group of them - 10 to 15 of them moving together. My first impression was that they reminded me of a squadron of aeroplanes in formation. But they ain't have a proper formation and they was all moving at the same speed. I thought for a while that something was happening in the centre of London.""]","[' He thought they were angels, so I asked him, what is that? He said it was an alien!""\n\nAlix said that she is aware that people are seeing UFO’s in London, but, “I have never seen an alien.”\n\n(Via The Independent).<|endoftext|>']"
56,"[""George ain't particularly""]",[' eager to see it.'],"[' good with words."" ""']"
57,['What the most interesting products and innovations Bank'],[' of America is coming out with in 2016?'],"['ers are making, is very\ninteresting to']"
58,"['We got no idea about a time between roughly 300,000 and 1']","[' billion years after the Big Bang, when the universe was very hazy.']","[',000,000 years ago that human beings and Neanderthals were at']"
59,"[""It ain't until no 1930s that the""]",[' Supreme Court held a delegation of authority unconstitutional.'],"[' concept of the ""flaming youth""']"
60,['The company gon offer songs for 99 cents'],[' and albums for $9.95.'],[' an hour. I would like to make']
61,['Who done tried self hypnosis'],['? And how it work?'],['?\n\nA:\n']
62,['Google search for Travel WODs got'],[' whole lots of results which you can use.'],[' me thinking of other apps. Not apps which']
63,['to leave would'],[' be John pleasure.'],[' have made them pay']
64,"['The other, al-Azhar, acquire this status in name and essence only in the course of numerous reforms during the 19th and 20']","['th century, notably the one of 1961 which introduced non-religious subjects to its curriculum, such as economics, engineering, medicine, and agriculture.']",['th century. These reforms have given legitimacy to the doctrine of Islam that has been introduced into the Islamic world at the same time when it is assumed']
65,['do'],[' not work'],[' you have']
66,['It sure that I gon get my class'],[' 12 improvement admit card delivered to my address?'],"[' back up."" ""Darn, you did']"
67,"[""I don't believe it was any""]",[' iceberg at all anywhere near the Titanic.'],"[' of those damn kids!"" ""It was']"
68,['Sam and'],[' Amy fifteen.'],[' I went to']
69,['Financial firms now offer internally focused'],[' products that improve business success.'],"[', low-risk capital structures']"
70,"['Frank may done told Chet,']","[' and Joe may have, too.']",[' but it ain’t going']
71,['People was killed'],[' in suicide attacks.'],[' in a horrific terror']
72,['Most columnists claim that a senior'],[' White House official been briefing them.'],[' member of Congress or a\nformer']
73,['to convince the audience that these br'],['ats gon ever be anything more than losers'],"['ides are a big deal, because they']"
74,"['no, it']","[""ain't no answer""]","[""'s an easy question""]"
75,['Japan economy ain'],"[""'t flourishing.""]","[""'t gonna make""]"
76,['got a shambling charm... a'],[' cheerfully inconsequential diversion.'],[' most unhappy thing to see;\n']
77,['For each question on the scale measure homosexuality dey is a'],[' corresponding question measure heterosexuality giving six matching pairs of questions.'],"[' sexual orientation that is defined as same sex attraction, gender identity']"
78,['What some topics you just cant ignore'],[' while preparing for iit jee?'],['.\n\nI will tell you something']
79,['About half of all U.S'],['. households got money in mutual funds.'],['. children have at least one type of']
80,['What Fit'],['na mean?'],['Bits-']
81,"['In 2005, Peter Pilz, a member of the Austrian Parliament from the Austrian Green Party, demanded that Parliament revoke Schwarzenegger Austrian citizenship due to his decision']","[' not to prevent no executions of Donald Beardslee and Stanley Williams, causing damage of reputation to Austria, where the death penalty done been abolished since 1968.']","[' to promote mass euthanasia. After refusing to take up the call for a reconsideration of the ban, and the subsequent rejection of the motion, Pilz']"
82,"['They also presented Jesus –  ""As it is written in the law of the Lord, Every male']","[' openeth the womb shall be called holy to the Lord"" (Luke 2:23other verses).']","[' among your people is to marry!"" (Mark 3:9) – and the disciples the parable']"
83,['Dropbox Mobile use mobile data? Is it'],[' any setting so that it sync only on WiFi?'],[' still on a good track?\n\nI just']
84,['yeah really oh our neighbor a lawn service come and do his and'],"["" i don't think it look any better than what my husband do so""]",[' that it a really a good thing for you in this way it really']
85,"[""It's an opportunity to advocate for victims of""]",[' domestic violence do not generally get advocated for..'],[' human trafficking while simultaneously supporting the community that supports']
86,['It was a fine selection'],[' of Goethe writing.'],[' of vintage wines. The']
87,"['the chateau belong to rudd, whose portrait of a therapy-dependent']",[' flakeball spouting french malapropisms... a nonstop hoot.'],"[' lady is inluding.\nOn a more general plane,,  ( t']"
88,['When you know that'],[' you are in love?'],[' you have to create an']
89,"[""If checks ain't written to Indiana University""]","[' Foundation, dey gon be an issue.']",[' in Bloomington it may change. A newly']
90,"['While local cab drivers had compliments, not everyone appreciated no company. The Chicago Cubs decided to cancel their booking after hearing about the con, and J.J. Hardy of the Milwaukee Brewers reported being kept up by fans on Wednesday night. The']","[' Brewers been lost their game the following day. The convention closed with next year date ―June 26-29 ―along with the announcement of a guest: Disney animator Floyd Norman. The event theme gon be ""It\'s a Jungle Out There!"".']","[' Cubs played their last regular season game against the Diamondbacks before the All-Star break in Milwaukee.\n\nThis situation isn’t new. As the Tribune’s Sam Miller notes, the city’s taxi system has gotten']"
91,['During the 1950s dey was a citywide festival called'],[' Fiesta del Pacifico highlighting the area Spanish and Mexican past.'],[' the Festival de Diwali. This festival is also called']
92,['Prime Minister Allawi gon return to Iraq'],[' in time for the country national conference.'],['\n\nPrime Minister Allawi of Iraq']
93,"[""It more difficult to find a job in a city I don't live in than no""]","["" city I live in, even if I'm willing to pay my own relocation costs?""]",['\njob is in a city I do. It makes sense that you would expect that']
94,"[""That's been interesting though, because the kids have been over""]","[', have been, you know, coming back right now.']","["" here asking about the movie... and I've got an answer""]"
95,['Latin and Euro-American rhythms'],[' both present in discos.'],[' are a staple in the work']
96,['What it mean'],[' when your vomit white'],"["" to be a '""]"
97,['it have been much puzzlement among'],[' critics about what the election symbolize.'],[' our young American\nfriends--for my']
98,"['""With Leukemia"" a website bringing parents together world']",['-wide to share experiences on caring for children got leukemia.'],"[' wide as a force for good.\n\nSunday, 23']"
99,['at the state scientific center of applied microbiology it is every kind of deadly bacteria'],[' was studied for use in the secret biological weapons program of the soviet union.'],[' and virus that is able to survive. The bacteria that are dangerous are not rare and']
100,"['In the early Olympic games, athletes used to run a mile and then recite a poem. The first poet-in-residence of an English football team, Ian McMillan, remarked that football chants are like huge tribal poems. Generally, though, sport and poetry done never seemed natural companions in human enterprise. Until the New York Mets baseball team suffered in 2007']","[' arguably the worst collapse in Major League Baseball history. To describe the anguish fans felt, The New York Times turned to a poet, Frank Messina. ""wasn\'t nothing really representing the fan point of view,"" Messina told Wikinews reporter David Shankbone in an interview. ""it\'s a lot of hurting people out there can\'t express what happened.""']","["". That was a team of Mets fans that had no poet. But it's not only sports teams that have no poets, just take the BBC's new drama series about the British police. In 2010, the National Museum of the American Indian, in the Bronx, was awarded a $23-million grant toward a new repository building. The same year, more than""]"
101,"['My meeting started at 4:00 and I needed to catch the train at 4:30,']","["" so dey wasn't much time. Luckily, it was delayed, so it wrought out.""]","[' so I caught it. I had planned to meet with my wife for some time afterward, but']"
102,"[""From what I'm seeing it's generally accepted that most English""]",[' speakers got a vocabulary size of 15000 to 20000 words.'],[' speakers of English use a British spelling system. They use B rather']
103,['The Portuguese Navy'],[' got 58 submarines.'],[' was the first seaf']
104,"['give shapiro, goldman, and bolado credit for good intentions, but']","["" dey ain't nothing here they couldn't have done in half no hour.""]",[' a) it’s just not true that they were involved in the creation of']
105,['Blair sorry for anyone done'],[' lost their lives in Iraq.'],"[' that ""dunno-']"
106,['The college coaches got the most responsibility to decide'],"[' which players got a problem, not the NCAA']",[' the best team to represent the state of Alaska']
107,"['Dey is a total of 12,800 Buddha statues here,']",[' plus the remains of the monastery founder embalmed in gold leaf.'],[' but it attracts a lot of tourists. It is also called as �']
108,['and EDS is very particular about this hair cuts i mean it was like you can'],"[""'t have you know such and such facial hair no beards you know and just really detailed""]","[""'t call it a cut but i mean if a person wants to have that cut no problem""]"
109,['Dey is 11'],[' official EU languages.'],"[', an only child']"
110,['I put the cake away in the refrigerator.'],[' It got a lot of butter in it.'],[' I was on my way out the door when']
111,['What traditional schooling done been considered modeled'],[' after the traditional Islamic graduate schools?'],[' around?\n\nAnd the first']
112,['Participation in the Premier League by some Scottish or'],"[' Irish clubs done sometimes been discussed, but without result.']",[' Welsh clubs is increasingly dependent on their membership of the International']
113,['Anson thought that he'],[' done bought the paint stripper'],[' needed to talk to the king']
114,"['Jane knocked on Susan door, but it']",[' was no answer. She was out.'],[' was empty. The only people in the']
115,"[""I finished a web intensive program, and I've been looking for a job in web development.""]","["" I realize I don't really know web development work no environment. How can I get this experience?""]","[""\nIt hasn't been an easy job for me (mainly due to the fact that the languages""]"
116,"['Michael said that Pinochet been came to Britain with a passport do not require no visa, and it likely that he may done presented, supported']","[' with evidence, medical reasons for requiring treatment and therefore, it was no reason for immigration authorities to prevent him from entering the country upon his arrival.']",[' with an application for the extradition of a person for a crime in the United Kingdom from the United States of America to be of aid to the United']
117,['My brother wear a'],[' green overcoat.'],"[' long face,\n']"
118,"[""We couldn't""]",[' use no lake'],[' have done it']
119,['The class rank rule got the same consequence as traditional affirmative action: opening schools to students'],"[' would otherwise not be admitted the given school used a holistic, merit-based approach.']",[' of mixed socioeconomic backgrounds would create a class of children who are more likely to perform at']
120,['It was people playing'],[' on the bea'],[' in their yards that']
121,['Ebola Epidemic'],[' break out in Zaire.'],[' in Liberia: Is It Finally']
122,"['On Sunday Memoirs: 1939-1993 a memoir written by former Prime Minister of Canada Brian Mulroney gon be released. The 1,152 page tome outline Mulroney version of events during his time as prime minister. CTV gon broadcast a documentary on Brian Mulroney on the eve of his book launch. In addition, the']","[' network plan to air Triumph & Treachery: The Brian Mulroney Story on Sunday, CTV say the 90-minute special gon be the most complete interview the former prime minister done ever given and his first comprehensive interview since leaving office in 1993. The Quebec French language TVA network gon air a similar documentary exclusively in French later that night.']","["" book's authors will be in attendance to discuss the book and the topic of political memoirs on Wednesday, April 9th.\n\nThe book will be released at Chapters Books in downtown Toronto from April 16th to 18th.\n\nThe documentary will be released on Friday 3rd, April, the day before the book's official release through C""]"
123,"[""uh no uh no don't no i have a""]",[' place s rusting i gotta get something on it'],[' question i have a question\ni know what this']
124,['What the best organizational'],[' psychology master degrees?'],[' chart of any organization']
125,"['In particular the Shiva Sutras, an auxiliary text to the Ashtadhyayi, introduce what can be considered a list of the phonem']","['es of the Sanskrit language, with a notational system for them is used throughout the main text, which deal with matters of morphology, syntax and semantics.']","[""es in that language and some of the sounds they have in common. For an example of the phoneme list, see Wikipedia's entry on the Shiva Sut""]"
126,['After Hedges microphone was unplugged for a second time'],"[', Pribbenow told him to wrap up his speech.']","[', his head began to shake in the direction of the door that']"
127,['Why doctors recommend not'],[' to become no doctor'],"[' using the word ""']"
128,['Is dey'],[' anything called god?'],"["" say 'bout""]"
129,"['Government forces killed the head of the Armed Islamic Group, or GIA']","[', which done claimed responsibility for killing 61 foreigners in the last year.']","[', in\nSouth Sudan and several members of his family after they refused']"
130,"['The ACS, developed jointly by four American agencies, was installed in March of 2002. It a system of three cameras, filters, and dispersers which act to detect wavelengths of light ranging from near-infrared to ultraviolet. It a system was designed to last five years, according to Preston Burch, associate director and program manager for the Hubble Space']","["" Telescope. NASA also indicated that the other four main systems on the telescope remain unaffected and functioning normally. Research work gon resume this week using those systems. A scheduled mission to the space telescope in 2008 is expected to deliver instruments to further upgrade the capabilities of the telescope. It ain't known what the effect of the ACS failure gon have on the scheduled mission.""]","["" Telescope in Washington. It has been modified for the launch of Hubble. It is also known as the Space Telescope, and it is used to make astronomy measurements in the ultraviolet, visible, and infrared.\n\nNASA's Hubble Space Telescope is housed in a unique building that was specifically built to house the spacecraft for its launch into space. The building was designed""]"
131,"['The Angel, Islington done was formerly a coaching inn, the first on the route northwards']","[' out of London, where Thomas Paine is believed to done written much of The Rights of Man.']","[' from the town\n\nSt Andrew’s Church, the present day, is a very interesting']"
132,['Grandma done set a place for Mary; and once Mrs.'],"[' Wyman was seated, she pulled her, protesting, to it.']","[' Lomax got to\nher, there was an endless talk among']"
133,['Exclusive-UPDATE 2-Egypt pro'],['-Mursi alliance signal flexibility in talks'],['-regime forces seize Giza in military']
134,['It seem unlikely that dey gon be a coalition between Ger'],['hard Schroeder Social Democrats and Angela Merkel Christian Democratic Union.'],['bens and the TDP?\n\nA coalition between']
135,['Where the palazzo join the basilica southernmost flank the Porta della Carta'],"[' (Gate of the Paper, where the doge posted his decrees and scribes gathered).']","[', the high road of Rome. A street and small square that was once the main access from']"
136,['Microsoft gon stop developing versions of its Internet Explorer browser software for'],"[' Macintosh computers, saying that Apple Safari is now all Apple need']",[' Microsoft Edge and IE 11.1: The browser itself isn']
137,['The thief was seized by the police'],[' turned out to be our cousin.'],[' after a police team which had surrounded']
138,['Mr Sahel said police done identified the bodies of seven of the 14-'],['strong cell believed to done carried out the five almost simultaneous attacks on Saturday.'],['year-olds on site.\n\nPolice have questioned both suspects over a']
139,"['After a somewhat lengthy conversation, Nancy convinced the housekeeper it was no immediate cause for alarm. She did not']","[' mention no incident at the Hamilton bus station, knowing it would only add to Mrs. Gruen uneasiness.']",[' require him to change into his street clothes. He could have kept the same outfit at home. She thought it would']
140,['Rick Dinon the senior vice president'],[' of 20th Century Insurance Co.'],"[' of global media, is an executive']"
141,['Nations like Israel and'],[' Australia already got such status.'],[' Israel’s Palestinian neighbors']
142,"[""Done anyone ever gotten to middle age, had little experience but ain't""]",[' happy with what they was doing for an occupation the last 25 years?'],"[' nothing new to see, no nothing to see; and in that same']"
143,"['Only three buildings was wrapped by Christo: The Kunsthalle Berne, 1968, The Museum of Contemporary Art, Chicago, 1969 and The Wrapped Reichstag, Berlin, 1995']","["", which the third and last wrapped building -- it was initiated in 1961 first and then again in 1971. In 1971 the Valley Curtain been was already well underway, and ain't no wrapping""]","['. In order to understand the political situation of the moment, a few words about these buildings are necessary. They were all constructed by the same architect, Georg Solti, who came to Germany']"
144,['Dave got something'],[' on his mind.'],[' in the back seat']
145,"['He also perfected a sparse, percussive blues style, especially up the neck']","[' in keys done not been used much in country no music, notably B and E.']","[', which became the basis for later rock & folk music.\n\nKurt De']"
146,['Muriel got a famous painting of a ballerina by Cec'],"[""ile d'Arblay hanging in Muriel living room.""]","['ilia Ozonoff, a well-known Italian performer and chore']"
147,['A higher price was paid for beer in the snug'],"["" and couldn't nobody look in and see the drinkers.""]","[' of her home.\n\n""He\'s a very']"
148,['John think that it is appropriate for it to'],[' be a picture of himself in the corridor.'],[' be stated that the\n\nlawsuit filed']
149,"['Aside from Walpole, else denied that it']",[' was no such thing as the prime minister?'],[' is the one place not closed to the public']
150,['How Alexis de Tocqu'],['eville describe the French Revolution?'],['eville saw the United States and']
151,['Who Bill say Frank claimed that Mary seem'],[' to have been likely to done kissed?'],[' to be in a trance?\n\n']
152,['The FDIC disallowed IndyMac from acquiring new brokered deposits on this date'],"[', the threat of brokered deposit losses would have been $500 million a month?']","[', and its own rules state it is not permitted to invest in newly emerging securities.']"
153,"['During the weekend of Sunday 28 December the 75 year old children clothes retailer, Adams Childrenswear called in administrators PricewaterhouseCoopers. Adams done previously been placed in administration with PricewaterhouseCoopers in 2006, but was rescued by Northern Irish businessman John Shannon in February 2007. A large rebranding followed in 2008, after 42 stores was']","[' closed. Adams got outlets worldwide in places such as Saudi Arabia, and also make clothing under the Mini Mode brand for Boots. At the time of the 2008 administration dey was 260 stores in the UK and 116 outlets overseas, employing around 2000 people. Adams is reported to owe around £20 million to Mr Shannon and £10 million to Burdale.']","["" completed.\n\nThe Adams brand was first launched at 15 shopkeepers in 1979, when they were the largest children's clothing store in Ireland. At this time the brand was known as Adams, but has been known since the 1990s as Adams Childrenswear. John had acquired the company from another, younger entrepreneur, who had also invested the money that""]"
154,"[""I am in a relationship with a girl. She want to spend her whole life with me. I love her too, but I ain't sure whether I'ma marry her.""]","["" If I told her about my unsureness about marriage, she would definitely leave me. I don't want to lose her. I am very confused. Can anyone give me any suggestions?""]","["" (Haha yeah I'm joking, actually I'm still in doubt. I'm still not sure whether or not I'm marrying her. But one thing I do know is that I""]"
155,"[""Ain't nobody done written""]",[' no book about Michael Jordan.'],[' all these songs with my eyes']
156,"['Red Planet Consulting, Inc. a full-scale project implementation firm']","[' provide expert Smallworld software services to electric, gas and water utilities.']","[' located in a newly renovated 15,000 sq foot office building located near']"
157,['Which foods safe to eat'],[' that got freezer burn?'],[' when you’re']
158,"['Stars are rotating, but thatain']","[""'t no cause for their stability.""]","[""'t what they are. They have""]"
159,['What it feel like to see a'],[' girl orgasm for the first time?'],[' group of people using their knowledge as']
160,"['What If I join for any CGL posts, would I']",[' able to live a good retirement life after my tenure over?'],[' belong to ANY of the sites?\n\nWhat else can']
161,['It was girl stranded'],[' on the roof.'],"[' in the woods,']"
162,['Jack gon have the'],[' hole in his pocket.'],[' next best thing for your']
163,['the film grow'],[' on you.'],[' even more as']
164,['What government set standards'],[' all schools gotta meet?'],[' for health care or for']
165,"['Three years ago, Anurag been was thrice as old as Bhargav was. Two years']","[' hence, Anurag age gon be twice that of Bhargav age. What the present age?']","[' ago, Dhruva was still an infant, and Shridhar would have been two when his parents']"
166,['Dulles suspected everyone'],[' Angleton did it.'],[' in China. No matter']
167,['I think you gotta apply a'],[' little statistical thinking to this.'],[' little more pressure to the car']
168,"[""don't mind crappy movies as much as adults, provided""]","["" dey's lots of cute animals and clumsy people.""]","["" we know that it's not so bad\n\nIt was""]"
169,['What Daisy'],[' destruction?'],['’']
170,"['In 2001, El Salvador adopted the U.S. dollar as its currency,']",[' while Panama done used it for decades due to its ties to the Canal Zone.'],[' but many Salvadorans have long favored the peso and they were disappointed in the']
171,['What is needed to'],[' reject a cabinet policy?'],[' ensure the provision of a']
172,['What is it besides degrees'],[' of similarity with Occitan?'],[' of freedom and the non-']
173,"['But the point is, do']",[' anyone here go by Rita?'],[' not be fooled by the fact']
174,['Mary took out her flute and played one of her favorite'],[' pieces. She done loved it since she was a child.'],"[' melodies, ""Happy-Go-Lucky.""\n\n']"
175,"[""Why doesn't the government of""]",[' India remove no system of reservations?'],[' Israel allow more Jews to come in']
176,['How many players on the Barel'],['ona team done scored over 100 goals?'],['ons roster are in place to continue the']
177,"[""This year I'ma 10th grade (same school) in high school and""]",[' I got no friends. Is it any tips about making friends and doing well in school'],[' have done my homework for homework a couple of times but the school I go to doesnt']
178,['This book just'],[' buy itself.'],[' might be the']
179,"[""Wages ain't rising at""]",[' the same rate as inflation.'],[' all\n\nAussie productivity']
180,"['Despite the ban on cameras in the courtroom, Oprah network was able to secure a']",[' media permit which resulted in her beef trial looking like an episode of her show.'],[' record setting viewership during the trial. The network’s daytime show that aired']
181,"[""I sat there feeling rather like a chappie I'd once read about in a book, murdered another cove and hid the body under""]","[' the dining-room table, and then been had to be the life and soul of a dinner party, with it there all the time.']","[' a pile of rubbish. The guy looked like a chappie, dressed like a pirate. He was covered in dust and cobwebs']"
182,['How can I succeed at Computer Science if Iain'],"[""'t too good at Math and Have never done Physics?""]",[' isn’t even there to ask questions or provide']
183,"['If I love Camille Saint-Saens Introduction and Rondo Capriccioso, for violin & orchestra in A minor, and Chop']","[""in Waltz No. 3 in A minor, Op. 34, mightn't no. 2, what other music I also enjoy?""]","['in Introduction and Variations in Op. 9 (E- flat), I may be able to play it in a new way, that I']"
184,"['Tropical Storm Arthur is projected to weaken tonight, but it gon likely regain strength after entering the Bay of Campeche on Sunday.The 2008 Atlantic  hurricane season done got off to an early start today when a tropical storm formed off the coast of Belize, one day before the season officially begin. Tropical Storm Arthur been formed Saturday afternoon']","[' and quickly made landfall at the Yucatan Peninsula, near the border between Belize and Mexico. Both  countries issued a tropical storm warning for the peninsula eastern coastline. In the Mexican state of Quintana Roo, ports was closed to small boats,  water sports was banned, and those living in coastal areas was encouraged to take precautions.']","[' in association with tropical waves north of the  Guatimala-Chokwe Island in the Lesser Antilles Sea.Tropical Storm Arthur has no longer been given a name, so we are calling it the “Caribbean Hurricane, ’cause everybody was calling it that ’cause it looked like that when it']"
185,"['I was tryna open the lock with the key, but someone done filled']","["" the keyhole with chewing gum, and I couldn't get it out.""]","["" the gap. I guess I'm a bit out of my league. A""]"
186,"[""A Chilean expert point out that the 1987 Montreal Protocol have ain't effective in arresting the destruction of the ozone layer in the earth atmosphere, resulting in the unprecedented size of the ozone hole this""]","[' year, and causing 120,000 people in Chile to be on yellow alert for ultraviolet radiation (meaning a fair-skinned person would get burnt within 10 minutes of being exposed to the sun).']","[' year.\n\nIn my opinion, the problem of the ozone layer is not the result of global warming. The problem is the weather, as weather is known. That is the real cause']"
187,"['The same source said that Cohen, was received by the Prime Minister and Minister of Defense, Fayez Al-Tarawneh,']","[' gon hold talks especially with Jordan Crown Prince, Prince Al-Hassan Bin Talal, represent King Hussein in running the country affairs.']","[' who then handed to him the personal letter of the Foreign Minister, Mohammad Ali Jafar Al-Ahmadiney.\n\nRead']"
188,['Some 34.7 million shares done been'],"[' tendered, Oracle said in a statement.']",[' issued to U.S. pension funds.']
189,"['Though the colt had been consistently the victor,']","["" none of his rivals had ain't in his class.""]",[' he wanted to put his best effort today in what would']
190,"[""Most of Philip K Dick works ain't""]",[' hard Sci-Fi in the least.'],"["" like that: They're much more subtle""]"
191,['At the time structures such as Lie algebras and hyperbolic quatern'],['ions drew attention to the gotta expand algebraic structures beyond the associatively multiplicative class.'],"['ions were formulated, the best-known results in mathematics, such as the Weyl decom']"
192,['The FCC should not done come'],[' to no conclusion they reached.'],"[' October.\n\nOctober,']"
193,['I got'],[' information.'],[' some awesome']
194,['Iran Parliament Questions A Dism'],['issive Ahmadinejad'],['issal Of A Minister']
195,['Justice did not provide savings no'],[' data beyond fiscal year 1997.'],[' interest was provided in the judgment']
